pstar_mc,pstar_vb,true_star
2.0383577626813948e-7,0.005103883746074034,false
5.060970582664573e-28,0.005089406508548,false
1.0424883722672948e-75,0.005019405362325766,false
1.812094464738391e-198,0.005009120275831721,false
9.992772506973871e-269,0.005022633188977847,false
0.5582056517726813,0.9343085380367606,true
3.491299642597666e-29,0.005057206300845385,false
2.3247135527445528e-7,0.00506524793321894,false
0.9999927770542845,0.9947161090519008,true
1.385187832868914e-11,0.0051002431660661296,false
1.7193552607556084e-24,0.005034355696317618,false
1.6929560021247021e-84,0.005036747844693656,false
2.7430176532618607e-45,0.005026663941362374,false
7.834964340815709e-18,0.005015607737429053,false
4.013248737324731e-9,0.0051924808625172176,false
2.375291943966296e-13,0.005045233726361748,false
4.026918074773805e-20,0.005010816565675415,false
5.657771702209663e-11,0.005031456450926581,false
0.0,0.005029192993123601,false
9.941017414611104e-68,0.005024599304090579,false
0.8736311474576319,0.8942961762458955,true
3.542993121479789e-14,0.005261105008540449,false
0.001416071847743151,0.005398253998486285,false
0.6926818012920798,0.9697231378641236,true
2.4098494952846894e-8,0.005803821419882307,false
0.011593950765956016,0.008140311176107595,true
7.253360511137091e-5,0.005647413974815505,false
0.43182163941382856,0.7100300576535049,false
7.744515318045938e-83,0.005012783240996083,false
2.7727867597046074e-20,0.005238856614105031,false
0.0014975595438359959,0.011038325070673718,false
3.1221056261588774e-19,0.005003463496351637,false
1.2035229335142127e-85,0.005040870520587216,false
1.3427543066834601e-94,0.005006279340672619,false
3.544382574305854e-8,0.005518018023617485,false
0.00011467303119863323,0.007650987425551063,false
0.0,0.005001731393018554,false
5.413869782406499e-13,0.005046218232224645,false
5.6762279906157504e-164,0.005009052755666275,false
0.07261462937447923,0.2113746514825472,false
0.5539296291353145,0.5766866637567428,true
1.0,0.9949912349944496,true
9.306826900544029e-5,0.005424896244809447,false
0.27790493938835165,0.8942316660172944,false
1.7285111654713737e-7,0.005116818741465365,false
4.820647038749834e-28,0.0050390949245979495,false
0.0015321027926877594,0.007039932317203859,false
0.0003909889583748486,0.006579275772947874,false
1.0,0.994997224980368,true
0.0,0.005001210590140976,false
0.999999999998785,0.9949564123839164,true
3.831010067980117e-6,0.00624080868542716,false
0.0002661739430841549,0.0053212252231347535,false
0.9963211785396542,0.9948143453548844,true
2.364539699169901e-36,0.005032410677911535,false
5.431527325945131e-8,0.0052041413212710035,false
0.001498359969714085,0.0062910273103323235,true
0.016130028796630003,0.028909077723590332,false
2.5778806344108854e-5,0.005141348014502764,false
3.2972463353468735e-9,0.00523140317459802,false
0.7007401922074459,0.9358945269422804,true
0.0002616392445218389,0.007686715183800444,false
8.968202803349034e-6,0.005162484233780884,false
0.9999998693495625,0.9949433222872316,true
0.9996498059429367,0.9948503575344956,true
1.0,0.994982151718495,true
0.0,0.005001529851932034,false
3.9877546339397916e-14,0.005054412595582903,false
0.8983768148344254,0.9917200448093912,true
1.9814080821164633e-6,0.005134491283469269,false
1.0,0.994974405964399,true
0.0005519608542055941,0.012968580641087732,false
3.047284800992835e-20,0.005012366232171721,false
1.4090206612350057e-30,0.0051328737800545535,false
5.573693555213287e-13,0.005020940732686585,false
0.0,0.0050011870643710335,false
3.6532345464870725e-55,0.005016086892507289,false
0.00023975023677348144,0.00601796464583445,false
0.0001584549114847331,0.00519487807745397,false
2.5031553465161128e-11,0.00506632317105875,false
8.881671571149851e-229,0.005009166331953758,false
0.0,0.005001088828649669,false
3.161950807307218e-70,0.005020892402314399,false
4.992437578587228e-5,0.005406826386228401,false
7.459367819463476e-25,0.00504296424607247,false
5.471765453597576e-16,0.0053888023557081685,false
1.1639319770678328e-6,0.006297576557217149,false
0.9587154259301571,0.9944763696933508,true
1.1369388774174507e-8,0.005141584694798588,false
1.0,0.9949941859400916,true
0.9999999999995399,0.9949583766944762,true
0.9999999999957208,0.9949596342041066,true
1.4626468250049984e-114,0.005009378876060383,false
1.6297286687817896e-36,0.005010725482095686,false
0.0013067445396730284,0.008353265167827653,false
2.0184443158335334e-14,0.00502935812003635,false
1.0,0.9949980466616006,true
0.9771478590314908,0.9762649873492378,true
4.5221844702842264e-13,0.005022633940947903,false
2.790088159717515e-11,0.005026817169916394,false
1.3784326922040423e-29,0.005010330475145854,false
0.10400488073865743,0.039345536848680494,false
0.0,0.005008824069299382,false
5.399573503725241e-114,0.005018569223302138,false
0.0001617510832776499,0.006607120722336081,false
0.0028138180346893244,0.01816425082082831,false
0.0,0.005004355866142911,false
5.353580774683465e-181,0.005053395137530184,false
2.2156874478901404e-5,0.007096794658074614,false
0.32722206230562134,0.23501103132725068,false
0.0,0.005003076389798537,false
0.9999999999993268,0.9949553022325912,true
0.0,0.005008496133802169,false
0.1643304159438043,0.5260479086006142,true
0.0,0.005015904805704665,false
0.9979895288327771,0.9949397286550776,true
0.02338661086665172,0.047100395841482304,false
0.0036658095560470404,0.16654213142320767,false
0.9999499370649813,0.9949765630240388,true
3.706771910187976e-17,0.005052851115509879,false
5.548270053050463e-8,0.005357255106281543,false
0.00426400781043097,0.007869000099082812,false
1.0657480876971215e-45,0.005007819800426935,false
0.28616916182717267,0.17443575780852733,false
1.0,0.9949817124339112,true
9.470410613722517e-8,0.005494456590294129,false
3.250411160157766e-32,0.005024163304253846,false
0.0,0.005001854907523455,false
0.9675085361328578,0.993920965778888,true
0.2646155229188071,0.4306921950730624,false
0.04102708835558024,0.024204875790684352,false
3.6752241413707396e-10,0.005099957277251855,false
2.666048853176502e-15,0.005172785480747728,false
5.691751046086886e-163,0.005008731092935595,false
7.439931341415011e-23,0.005015387136977768,false
0.003609990428482064,0.008839511674659488,false
2.6604131622462983e-8,0.005083062818017672,false
1.92657438487654e-54,0.005016923879752179,false
7.444912381478582e-10,0.005220974017672335,false
0.0,0.005006319499473203,false
0.14444243226389872,0.3685069101869052,false
0.0,0.00501703809485601,false
0.9958457133065968,0.9948838772166484,true
0.0,0.005004320985262831,false
5.816945877774361e-5,0.00524066388029089,false
4.529515945077213e-143,0.0050071518871464375,false
0.9999999999999947,0.9949607498451906,true
1.0,0.99495868337034,true
1.3225076298300233e-6,0.005151740079704881,false
1.8254593106341615e-7,0.00575409318639798,false
0.003205979085809955,0.006203622349883301,false
0.007731781836616059,0.02200281644038954,false
1.6940656744498244e-24,0.005018313407587701,false
1.110723323013953e-142,0.005075949477751443,false
0.7749560055502425,0.8439378806923057,true
1.7346955331628034e-6,0.006437110404065785,false
1.0001154656878454e-6,0.005135035111127024,false
6.042257038445977e-33,0.00509068062907129,false
1.6562905820811942e-85,0.005023965080987758,false
1.2399339026459435e-7,0.005166819342392447,false
0.0099431420838751,0.007298782873417493,false
4.537201029305453e-29,0.00502085565240542,false
1.0,0.994983580724332,true
0.9092536494747209,0.9773764984134607,true
4.349455485977019e-12,0.005089626268580563,false
4.258322154882817e-5,0.0052360582190442515,false
6.54456196824824e-6,0.005377996842514019,false
0.9999996267218507,0.994987728545024,true
6.556966177749643e-72,0.005009253430109808,false
6.250697178628212e-89,0.005037699148093073,false
0.9996605322910359,0.994847045509406,true
1.5807113537320717e-113,0.005006014850605927,false
0.9865457588235383,0.958522743987871,true
2.1798877229698285e-96,0.005036830085243076,false
0.9999996568534961,0.9949604374860525,true
0.006482875486325867,0.005444937735001192,false
0.00028241168626216964,0.005746141313465048,false
1.0,0.9949603957370732,true
1.790971374559548e-20,0.005048030864089567,false
6.056637849637626e-8,0.005549518329997463,false
1.5832308222581254e-7,0.00502693528786669,false
6.70683377520147e-5,0.006563539013360915,false
3.0060743978664626e-92,0.0050363961953467816,false
5.368279068410045e-13,0.005245260134906434,false
1.1641966420015265e-5,0.005684484057555545,false
1.0,0.9949965246312776,true
2.2199891863972034e-158,0.005004661703097221,false
2.2636158302702363e-71,0.005043085543002491,false
0.0013036158408904284,0.005851033528381103,false
0.0,0.005006303429189481,false
0.5653317488375827,0.831311563458157,true
1.0,0.9949757700700224,true
1.6676770535475575e-5,0.006754212988686624,false
0.7866418236647962,0.95329755350284,false
0.0012870269015318925,0.005073192748759581,false
0.00025642146263139966,0.0062597692334062935,false
0.9999999328251659,0.9949503375171308,true
3.349277956467897e-7,0.005255856047541573,false
4.410705326300153e-16,0.005263209858305681,false
0.38839190369029697,0.9227481421440056,false
1.267924035965324e-7,0.005725597677253372,false
1.7787864410849063e-8,0.005078432025796198,false
0.0,0.005003488114985176,false
3.5451661691124776e-9,0.00517542021365162,false
0.006326028971690472,0.005653089449560311,false
0.019898369353124307,0.22019937296305936,true
5.830513063787252e-184,0.005006908089293521,false
1.5914066491164781e-18,0.005020862560922857,false
0.0013728647881154636,0.014322677519162538,false
0.0028821525430268043,0.005719657201189141,false
0.0,0.0050032635395531894,false
1.0,0.9949938306293216,true
0.492789152981833,0.8151285192965142,true
4.200018251633788e-20,0.00504060722527321,false
1.751453030921607e-7,0.005736028210572058,false
3.2429051541551177e-16,0.005049618352631147,false
1.8798891990267227e-13,0.005181995373588632,false
0.2618447801925628,0.5901216685236136,true
9.583255567340441e-32,0.005154859789637112,false
0.30467811181975546,0.4817559385195197,false
0.9986914343102216,0.9944238720415148,true
1.9460130946504766e-50,0.005020627426524953,false
0.4044793159472228,0.7512084359350302,true
9.74360713682861e-84,0.005021924061717556,false
0.9583607204853601,0.9877628072241988,true
1.0,0.9949675914006672,true
7.839047918555433e-5,0.007687451570038939,false
1.0,0.9949933934208508,true
7.590720509433869e-20,0.005509187985311995,false
0.9999999999999947,0.9949907802720428,true
1.8203618656601697e-32,0.005013730964211886,false
2.345249650361362e-9,0.005070062422355815,false
0.9999999999979945,0.994994787317564,true
0.9959832091966179,0.994978285087698,true
0.7945888310728312,0.8295457800363735,true
0.00013168514887713445,0.005090694380355181,false
8.285945436543951e-7,0.005307380089580642,false
0.002666105651651143,0.007812274465413701,false
0.0,0.005002866995792494,false
9.854877491068555e-155,0.0050052363049478904,false
8.47134607887797e-7,0.00612848587029668,false
0.0,0.0050097714623004545,false
0.0,0.005007863036868363,false
0.9707420821852719,0.9442932761489846,true
0.6710757968958657,0.9871107127240548,true
1.0,0.9949922014555738,true
1.0435352211871292e-9,0.005495736364268533,false
3.361096618378258e-8,0.005128164282917151,false
4.959893600117323e-9,0.0051889628277531664,false
4.293043823909044e-21,0.005051597454459267,false
0.9013004261787834,0.9599892627774764,true
7.345530013333671e-28,0.0050293274605272284,false
0.9938695876765615,0.9947632321546998,true
0.9887040040381619,0.9945297630505264,true
6.553236143469508e-19,0.0051394423511015135,false
3.541630715902905e-24,0.005047773008598182,false
0.00020611424189982447,0.008226758643631524,false
0.011192187799835654,0.04891987711571703,false
7.589202096725315e-9,0.0054185188326000885,false
0.9999991655654679,0.994968746374056,true
3.885243323188289e-137,0.005029358581666471,false
4.6991179600609535e-48,0.005006801753774285,false
1.0,0.9949769598756284,true
7.785395270153389e-7,0.005160127742682459,false
0.9878631850759446,0.9907336488919544,true
1.1414314726580177e-70,0.0050182463427610145,false
0.9999999943471352,0.9949744200925442,true
2.3934265073697335e-11,0.005049269827584226,false
0.037405426931839326,0.08208029161731979,false
0.13519530389828568,0.4359076180413738,false
0.0013287549502666149,0.009378385573790544,false
7.978877019576951e-5,0.005891931246295569,false
1.6029325550521473e-271,0.0050053272639776865,false
4.5617054681313914e-92,0.005088545126059053,false
3.647061298166805e-12,0.00502929907718107,false
