objid,ra,dec,is_star,flux_r_nmgy,color_ug,color_gr,color_ri,color_iz,gal_frac_dev,gal_axis_ratio,gal_radius_px,gal_angle_deg
1237663784734491313,0.4832160383904949,0.4768572748764192,false,6.8649397,0.83090955,0.7298722,0.019015517,0.47975737,0.0,0.44958526,4.3676092167093294,174.77287
1237663784734491504,0.5459918673271726,0.5986357813459582,true,5.9649577,2.317904,0.9576356,0.30740565,0.17138234,0.0,0.49959663,0.0,107.2027
1237663784734491864,0.5729797703398933,0.530244508425116,true,1.047734,0.59678024,1.8532914,1.375298,0.9152222,0.0,0.14745711,0.552858141335574,119.44604
1237663784734491743,0.47684952725333574,0.5256446630476304,true,0.66119206,0.07705622,1.7330012,1.1089046,0.04087803,0.0,0.9986595,0.5443950719905621,73.43591
1237663784734491553,0.5607798468958336,0.5677959968796759,false,3.8390741,0.37357736,0.59908324,-0.051847596,0.36455366,0.5085099,0.575283,1.9358655419012512,56.6526
1237663784734491045,0.5926521500206778,0.5936620988028753,false,1.5600848,-0.9368112,0.7419598,0.038888782,-2.0595047,1.0,0.05,0.8838919527602918,71.47565
1237663784734491191,0.5366136153970782,0.5555204755288717,false,4.4341288,0.5402534,1.019057,-0.2927584,-0.53617823,1.0,0.99979264,3.9279521113694313,75.928116
1237663784734491277,0.4692841299238299,0.5644960309859257,true,1.6504906,3.195044,0.57894325,0.06338702,-0.16941074,0.0,0.47694594,0.44301103311355666,81.47015
1237663784734491817,0.5272746759974947,0.598656885507318,false,1.2939715,0.3763738,0.5903381,1.5624204,-0.3994526,0.0,0.14286059,0.9564153022236294,140.4418
1237663784734491534,0.5548457930793234,0.4184318694681193,true,5.8425922,,1.2195678,0.91929543,0.512451,1.0,0.38635418,0.04387804485782228,73.67665
1237663784734491852,0.5647501721810748,0.42305205013876845,false,3.6017063,-1.1158549,2.1154265,0.40090632,0.4656654,0.9068589,0.24825038,1.305218447338451,173.51172
1237663784734491955,0.528751834721854,0.6311101502528346,false,0.4892162,0.12025741,0.42497548,1.0837555,1.2495362,0.0,0.05,1.674030314792286,30.20603
1237663784734491374,0.4972337977974828,0.5478055894297169,false,1.2746108,-1.9114802,0.63578194,0.50122803,0.91698784,0.0,0.4555052,0.95709307928278,0.030923221
1237663784734491241,0.4473765989975753,0.5281850749491597,false,2.5272915,0.7432353,0.7897055,0.21585837,0.16915818,0.0,0.31139183,1.8849232883164375,25.33129
1237663784734491296,0.4746543950393676,0.5679546557867872,false,2.4525154,,0.94324774,0.96879745,0.50343764,1.0,0.05865702,2.9217498471038508,119.29487
1237663784734491378,0.4983556344176545,0.5629988216107243,false,3.7539663,0.9014462,0.5104721,0.29165995,0.19042994,0.0,0.67258674,1.9074589616120463,114.06607
1237663784734491346,0.49241897146909785,0.5692796574330787,false,3.053571,0.7299423,0.44356275,0.10497919,0.3330044,1.0,0.15973872,3.837730848427974,68.77275
1237663784734491848,0.5635539967215468,0.5692616139387475,false,2.4934163,-1.746957,1.1822331,0.54933727,1.0166707,0.65625775,0.24532706,1.7871400623610525,81.85664
1237663784734491884,0.5855626087415864,0.49308684536837866,false,1.1849467,,1.559704,0.30496597,1.4894625,0.3402872,0.06512613,2.183311063833911,145.81004
1237663784734491044,0.5914848273379736,0.5919265739179729,true,49.51345,2.2384193,1.3311592,0.5754199,0.32513973,0.866927,0.75015235,0.0015195101062118104,71.76379
1237663784734491329,0.48813742985772457,0.46974685070968936,false,1.7658641,0.1779497,0.7529101,0.5839734,0.3973537,0.0,0.65014994,1.849689417415195,19.909956
1237663784734491971,0.570400067425382,0.5869044174250022,false,0.9068491,-0.36450696,0.076030046,0.8981318,0.4554894,0.0,0.17663297,2.3044666858634564,179.96861
1237663784734491689,0.44690516680007697,0.5503757935161286,true,1.1076347,0.57113826,2.0783534,0.6371853,0.5679882,0.0,0.37962723,0.004450249076454025,136.55043
1237663784734491302,0.4776817963882092,0.5860754140622152,false,5.115701,-1.4674678,1.6391741,0.3036615,0.5519767,1.0,0.6376854,1.5810399946540292,111.24589
1237663784734491251,0.4556842348454566,0.4422237254814007,true,9.026285,3.5503302,1.1637921,0.56028295,0.30082464,0.0,0.98618764,0.008168248718397485,104.94194
1237663784734491948,0.5201040953080689,0.549709342634575,false,1.246178,-1.0593531,1.4510518,0.2044549,0.92574525,0.0,0.05,3.355396215361778,164.15335
1237663784734491775,0.4934049939834982,0.5956979749816662,false,4.342489,,0.7686442,0.7312655,0.5252415,1.0,0.78259563,2.165548578657285,110.623634
1237663784734490962,0.5116124815475978,0.568778724621655,true,217.35316,1.722717,0.7440154,0.28889033,0.20259759,0.0,0.90502936,0.00177439689669156,72.051605
1237663784734491750,0.4789277247288197,0.5672692468444973,false,2.1856005,1.653905,-0.3091028,-0.04824163,0.43604994,0.871199,0.15501153,1.2641522017392244,142.63794
1237663784734490994,0.5430527083027723,0.5411672533304208,true,2.2312295,0.11872832,2.8360777,0.48536938,0.24415267,0.0,0.9767928,0.7003384708154081,133.85715
1237663784734491111,0.5161853982419089,0.6049520924864664,true,7.296608,1.7133439,1.3534228,0.9871309,0.5472289,1.0,0.7345495,1.0147765222960389e-5,70.64052
1237663784734491601,0.5845714556421822,0.5497766082270468,false,1.6528103,0.53641534,0.54754955,0.06251201,0.26639336,1.0,0.05,3.192553014466257,90.256714
1237663784734491039,0.5799116307827621,0.5199824428481157,true,153.65636,2.1316626,0.9389211,0.30160967,0.20266211,0.0,0.6022845,0.0005793961169518003,71.121666
1237663784734491088,0.5815799679558182,0.5137582407190002,false,24.297056,0.97320527,0.78251123,0.3814226,0.14426896,0.67436856,0.6014977,2.4854956251202207,76.71817
1237663784734491757,0.4811603107911093,0.5558110631109126,false,1.0353894,,1.4162135,0.5758754,0.40655202,0.0,0.13597928,0.9568130428140812,88.91142
1237663784734491589,0.5781349294662022,0.5109476540210656,false,1.4798113,0.94584596,0.77197117,0.4618441,-0.28649378,0.0,0.16558172,1.9535664657149652,80.14135
1237663784734490895,0.45253722095551474,0.5301450865827861,true,40.516243,0.8965328,0.28513345,0.08370704,0.03676746,0.0,0.40455168,0.11289464968322505,104.60817
1237663784734491069,0.5161520000778861,0.4851285333103952,false,27.493717,0.9113232,1.4565921,0.48617077,0.3491662,1.0,0.62505966,3.900436138865924,104.951195
1237663784734491830,0.5433566661622748,0.554977707957487,false,1.5504699,,1.4117872,0.87399673,0.31930327,0.30327064,0.45335343,1.0530464727469164,116.884796
1237663784734491551,0.558885635539994,0.6207367233084772,false,3.6817577,0.57379264,0.21848355,0.20755067,-0.16702351,0.0,0.98102,2.583886637832179,45.02309
1237663784734491618,0.5869799277205843,0.4702550074930579,true,0.885335,,3.242773,0.7237103,0.7720429,0.91812605,0.05,0.8942707620485864,93.853714
1237663784734491196,0.5502285127982258,0.5907240847195817,false,16.421427,-0.004312682,1.2545557,0.36812818,0.38652977,0.24691375,0.66597027,3.7782433057072184,8.421962
1237663784734491059,0.47848980577670375,0.5003986289807949,true,25.282358,2.2090147,1.3289378,0.81620693,0.4653232,0.6608549,0.99984187,0.103269891832212,106.631165
1237663784734491370,0.4970635683751077,0.4910776745212177,true,3.4983711,1.394195,1.1501307,0.83344054,0.5215822,1.0,0.16838594,0.07110399034137678,135.57733
1237663784734490672,0.48121849287567287,0.5170165324677017,true,227.67155,1.2384487,0.47764364,0.16244186,0.068806015,0.50304353,0.7522296,0.017953394545298634,105.48018
1237663784734491264,0.46000191234016974,0.4424089704708335,false,3.5759184,-1.225222,1.4945725,0.3803345,0.66552556,1.0,0.5194031,1.2622913627913503,15.13086
1237663784734491675,0.6029922017776528,0.47927147176880064,false,7.14822,,,0.29038897,0.49043086,0.5753321,0.4593882,2.462276756161391,128.84003
1237663784734491940,0.5060041503508188,0.5004785250647914,true,0.3850084,,1.2382925,1.932543,0.9366783,1.0,0.05,46.93591955936317,89.0214
1237663784734491454,0.5245696293420714,0.5943114350068193,false,2.7930577,-0.15971167,1.1505157,0.1388081,0.4679586,0.0,0.41816023,2.257678093332233,169.42975
1237663784734491381,0.4988736721798422,0.4690542031943683,false,14.688736,0.7019575,1.1356739,0.4200731,0.48785594,0.7027416,0.29262212,3.4285241907293145,88.7979
1237663784734491773,0.4923225221120475,0.49922220536710377,false,2.646553,-0.23634654,1.1695402,0.34245723,1.4301444,0.6908121,0.5369814,2.500102977560024,150.33138
1237663784734491724,0.470135443045649,0.5417900818242861,true,1.9031307,0.40984398,1.4382714,0.6837237,0.73861104,0.0,0.15901822,0.025720479004461356,139.96614
1237663784734491691,0.4514020117365352,0.6263089035224467,false,1.9315366,2.408595,0.8230021,0.40979487,0.34170762,1.0,0.60288864,1.5900753664247915,155.7727
1237663784734491578,0.5734082182912381,0.4745154561768889,false,6.84878,1.3069322,1.1626294,0.41458282,0.31906018,0.6014381,0.253031,1.9339195104560465,6.8108044
1237663784734491488,0.5391606467391252,0.6122581084519584,false,7.5740623,0.26846534,0.5927909,0.25646684,0.32854548,0.0,0.56570554,4.52834458062143,113.65521
1237663784734491769,0.4899757115064496,0.5709878458367839,false,2.6242082,,1.8921988,1.1583714,0.04745499,0.2627403,0.48746395,1.7881760693559745,139.24106
1237663784734491511,0.5467508841539956,0.6155221996375081,false,0.8436642,-0.36840808,-0.84318644,1.0544604,1.3019202,1.0,0.08453179,0.12224639831769346,73.8086
1237663784734491836,0.5500970203708064,0.49513975727220216,false,2.3637729,,1.030495,0.31794703,1.0081064,0.6094717,0.55326927,1.0747448211968549,100.89282
1237663784734491475,0.5330755810804622,0.626403208895189,false,1.0725082,0.043031428,0.44530165,0.40045148,1.063249,0.0,0.05,2.304197862894848,54.228794
1237663784734491800,0.5075322934577553,0.5816595306240637,false,2.7119966,1.3769474,1.2766021,0.10189398,0.3961528,0.63683116,0.38035718,4.3460199929247,162.31168
1237663784734491327,0.48766046151821385,0.475572564270733,false,1.3052272,-2.6549,1.0408638,0.39899075,-1.4789681,0.5825967,0.05,1.518087254630195,70.03977
1237663784734490952,0.4922509179530383,0.48055954877659046,true,35.428593,2.2573912,1.206584,0.6123075,0.37935257,0.0,0.99986744,0.05751779077179504,106.615166
1237663784734491623,0.589841486652892,0.6004351277234644,false,8.444676,0.8929672,1.0195026,0.36757445,0.220707,0.0,0.5240355,2.1615648510480168,52.56476
1237663784734491348,0.4924326184157213,0.4887208022447972,true,1.055017,1.4649017,0.8672162,0.4795181,0.18338437,1.0,0.07622358,0.011739878435478066,69.93376
1237663784734491106,0.4667548599470006,0.5189426703775265,true,14.071726,2.2365327,1.2690623,1.1942915,0.67276186,0.0,0.99982625,0.023457240501437524,71.8741
1237663784734491151,0.48261667261570906,0.6009672889371562,false,3.3102965,0.42606235,0.15765364,0.26924485,0.49290133,0.9489754,0.7197705,0.42184013308900775,73.608406
1237663784734490990,0.5379972488409077,0.5532468122161249,false,104.98323,1.4170374,0.8313484,0.40152088,0.2377191,0.97945744,0.39751998,3.0270257983544857,93.174736
1237663784734491205,0.557009574550694,0.5676175121115884,false,8.064823,0.5168743,0.73365676,0.35799173,0.40153444,0.0,0.52415854,1.6414423783620198,152.72458
1237663784734491575,0.5708924121163079,0.4549521801660842,false,2.6521432,0.2778141,0.6993821,0.28836852,1.1555687,0.94920826,0.41457146,1.6581053384626754,170.41226
1237663784734491832,0.5433827993941431,0.551364580461094,false,1.6635399,1.8393056,-0.03749349,0.64572597,0.35893473,0.30392542,0.5153441,3.0037008150659426,62.79944
1237663784734491261,0.45921103675581776,0.44717614744922474,false,4.1482124,0.015809316,0.7097019,0.027842656,0.8526844,0.40892527,0.45664176,2.273489429493143,96.5144
1237663784734491312,0.4818156967982023,0.5850324546493747,false,3.9066155,,1.0334711,0.52079225,0.2061267,0.9454925,0.31679064,0.5082694644277745,76.77098
1237663784734491753,0.4803994975485182,0.45512657105619125,false,2.722628,-1.3355241,0.9812511,0.3121874,1.1176522,0.0,0.30861068,3.21938774802468,150.56416
1237663784734491435,0.515917610351611,0.5858206087175621,false,5.6384892,-0.3626996,0.9140068,0.43230438,0.19821252,0.1331287,0.56795835,2.021025377090531,124.549675
1237663784734491072,0.5172599350455052,0.49283371945657906,false,6.969471,0.75068206,0.36507758,0.24472627,-0.67416686,0.38450992,0.49110448,2.072127931045763,89.22636
1237663784734491571,0.5686202456889244,0.4544726194275566,false,10.465894,0.6839565,0.70293874,0.2841599,-0.07216078,0.3650074,0.4157623,4.2587861870274395,43.49093
1237663784734491425,0.5174447761776921,0.5629870935616568,false,0.7629011,,0.973163,1.0293705,0.8381474,0.0,0.5130486,0.00016935869879112814,48.044594
1237663784734491173,0.491984022847932,0.5256982507295945,false,2.4747934,0.24853113,0.5465153,0.34821486,0.81257033,0.0,0.2389203,2.3208250000019266,21.908852
1237663784734491368,0.4968203484318199,0.5510901269431502,false,1.6889693,-0.2599445,0.6703668,0.34409165,0.32507765,0.0,0.7574547,1.192025313473711,118.27673
1237663784734490957,0.5011933569510543,0.5596026074979933,true,9.929346,0.4233199,-0.08490247,-0.13790017,-0.147438,0.0,0.99977285,0.035681190307844765,70.908
1237663784734491787,0.5027809061988346,0.5808643618188519,false,1.9765592,1.6660316,1.3842939,0.8090998,0.4085039,0.27940536,0.5498865,2.2124586382297555,51.760746
1237663784734491496,0.5416542029510083,0.5158752970328419,false,3.206483,2.0896363,0.85111165,0.20407549,0.7509959,0.0,0.7184285,1.7677875179232971,80.90822
1237663784734491621,0.589135067138491,0.611711972667639,false,7.1348624,-1.3906306,0.9788848,0.26331297,0.10114696,0.5032806,0.24786687,7.962051064077049,25.484022
1237663784734491297,0.4766214181015833,0.4766484272502193,false,3.9460187,-0.5001074,0.4640015,-0.040537383,0.017201167,0.4862886,0.9106159,2.4868672845339534,90.962944
1237663784734491398,0.5042994692093377,0.520848575247492,false,3.3923252,0.31198603,1.0434213,0.08856824,0.6576482,0.45477214,0.60345197,1.3323251647178571,119.18921
1237663784734491760,0.48188955775707143,0.4691651926276791,false,2.037381,-1.4528457,1.899258,0.5031472,1.2062964,0.6606345,0.600166,3.231075677004727,53.434948
1237663784734491796,0.5073279842956371,0.6000026438047555,false,1.8642949,-0.47695196,1.4222548,0.585473,0.89740247,0.0,0.28014565,1.8496075362870184,100.63274
1237663784734491395,0.5023089853820686,0.6090855069957083,false,5.780683,1.2360766,0.81329215,0.2007017,0.4080208,1.0,0.893632,0.969723995887872,78.57941
1237663784734491386,0.5013645596507441,0.4530401292422134,false,1.7780945,0.88244003,1.0269046,0.3544361,0.33090508,0.11800114,0.52864575,1.4107737577322756,162.68715
1237663784734491185,0.5109407107554862,0.4554237556781716,false,12.7587385,1.0219722,0.40498307,0.22917363,0.3079505,0.0014403122,0.49991533,2.4625258614318537,135.0384
1237663784734491463,0.52891593020796,0.6165315496842241,false,4.5561376,0.026264682,0.6755401,0.21735366,0.17918734,0.0,0.65874374,2.809496841045341,98.35606
1237663784734491276,0.4675974742863893,0.5486923292420559,true,1.9143622,0.8740331,0.73267674,-0.012664423,-0.0008426281,1.0,0.7263925,3.725877795291999e-5,75.97188
1237663784734491393,0.5019271844311017,0.6225156464451761,false,2.3740914,-2.1170242,0.54967785,-0.13194458,0.057747684,0.0727016,0.2749796,4.060149794877177,141.6591
1237663784734491305,0.4789679730928196,0.6038325998193887,false,1.4455003,-1.5436147,0.5185113,0.70830256,0.43433216,0.6132201,0.99972045,0.6321422529943062,97.503716
1237663784734491827,0.5367579537579417,0.5810710851506019,false,0.8223323,0.04661906,-1.3693764,0.8205749,0.93675274,0.9319565,0.05,1.0103333478022103,123.81516
1237663784734491484,0.5370319847012048,0.5357107076379769,false,4.2561297,0.8061299,2.0427678,0.13751629,,0.62285966,0.5372126,11.370102564493816,122.277695
1237663784734491439,0.5164313090418808,0.5888752418976051,false,2.5460236,0.6270449,1.2761327,0.58228886,0.46838558,1.0,0.05,0.4057389768687162,130.47527
1237663784734491515,0.5494166773623146,0.562546783512662,false,1.8255378,-0.082236476,0.69746834,0.10519554,0.84249246,0.0,0.09572475,0.9568369749820592,171.40486
1237663784734491944,0.5120896520556251,0.6003325173903722,true,0.46556175,-0.03967671,0.5875783,0.9769046,1.3320353,0.93432075,0.05,0.47797999448246425,39.020336
1237663784734491195,0.5489394012697755,0.5139011840603416,false,5.126442,0.44653374,0.53830284,0.29575437,-0.08797611,0.0,0.6097565,1.863195589094451,50.498066
1237663784734491892,0.5872593066734719,0.6073836412698204,false,2.1924722,-5.275043,0.93244,0.64911366,-0.43189323,0.08526811,0.05,2.594475794320154,171.27852
1237663784734491707,0.4614846581370209,0.42799567447475473,false,1.69175,-1.6132689,1.5019816,0.5494587,0.7411813,0.2767905,0.31397012,1.944283644358317,171.28505
1237663784734491159,0.48726540207923286,0.41588719750440034,false,2.111463,-4.0511675,0.9530523,0.2278161,1.5403241,0.8888866,0.34140158,1.6674543872024072,87.27183
1237663784734491267,0.46128417066953986,0.4496489505655938,false,4.7552085,1.1557438,0.52597284,0.1888411,0.18393141,0.0,0.28857893,3.1522003689197575,74.18293
1237663784734491256,0.45639156156572547,0.5893760187800123,false,6.513443,0.67433,0.53978497,0.40627262,0.5027845,1.0,0.879371,1.9940338050476227,136.09439
1237663784734491810,0.5158282452227514,0.5949238687387394,false,1.530209,-0.5912659,0.5481283,0.5131476,0.6312982,0.3653667,0.05,3.610712711257164,61.12355
1237663784734491610,0.5867836725200029,0.5736933225458026,false,1.9805099,-0.7085604,0.43891287,0.4131787,0.2596936,0.5299052,0.05,1.5876699577678333,119.61784
1237663784734491061,0.48611009925732773,0.4919098609569723,false,56.498676,0.011513573,1.025415,0.3868945,0.23487721,1.0,0.6961245,4.381485960700295,158.10005
1237663784734491145,0.4682789509225245,0.6198181033165557,false,3.1321533,0.98324037,1.102873,-0.0074545746,0.23568286,1.0,0.58075786,1.8693956762853297,90.944016
1237663784734491133,0.4596505247776701,0.5345860244484721,false,7.2994437,0.1687044,0.66284966,0.13494277,-0.21569285,0.0,0.8007334,2.169547960011646,11.608711
1237663784734491819,0.5282866999904794,0.5728078313531267,false,1.1522574,-0.9871751,1.1890129,0.5380012,0.55650777,0.0,0.31753454,1.3047947426034947,179.96861
1237663784734491375,0.4974466736664436,0.4518270993379906,true,1.3857445,1.5494473,0.9984081,0.5290919,0.082532145,0.0,0.500119,0.3403984010219574,45.570248
1237663784734490960,0.5025697896210257,0.5361954340256242,true,88.3096,2.2426627,1.0118268,0.435993,0.2819447,0.0,0.37254128,0.00020756890466366187,71.480225
1237663784734491820,0.5306786754221466,0.5991248998495045,false,1.2240498,,-1.2377846,1.5197244,0.9502169,1.0,0.54193884,0.9521227141823432,8.636888
1237663784734491526,0.5527904459948729,0.574550387629432,true,0.31316027,0.6078726,-0.45333743,-1.8028932,2.5598059,0.0,0.9997855,3.3140098205720534,60.679348
1237663784734491756,0.4810003269815315,0.5676644780831639,false,1.7208879,-1.3931959,1.5118628,0.759645,0.55469334,0.5825859,0.39322603,1.4353618778363622,1.1954972
1237663784734491611,0.5877424220900718,0.6039156857932436,false,4.0237365,-1.362416,0.48357087,0.5005059,0.38949028,1.0,0.34929574,1.3721216507632323,147.55983
1237663784734491443,0.5195371605615584,0.5778382868335733,false,1.5301784,0.40670228,0.43546042,0.5944244,1.719569,1.0,0.05,1.5044106979562777,136.5251
1237663784734491873,0.5784025000885755,0.5155109118877248,false,1.1973531,-1.4587384,1.1133338,0.87930906,1.370512,0.9634645,0.05,1.3131586590198554,84.708725
1237663784734491000,0.5500733075856932,0.5481688317328943,true,16.309664,0.90412223,0.18805826,-0.004669764,0.17294197,0.0,0.18267797,0.053449806691420194,71.99941
1237663784734491002,0.5567503861695506,0.42536637960486895,false,34.726665,0.8524546,0.33011925,0.171859,-0.003488838,0.0,0.8730926,2.870322176904389,7.920389
1237663784734491131,0.44782264753346546,0.44615135674433865,true,3.931929,-0.0047267154,1.4453864,1.3617169,0.7176161,1.0,0.8490505,0.0066345962084302995,72.424194
1237663784734491943,0.5093132609575086,0.6226526313898456,false,1.4430548,-1.7737799,0.038243715,0.41830352,0.6823545,0.73095816,0.18459825,5.491126667369495,152.86194
1237663784734491786,0.502719298039489,0.4496542568486982,false,1.5346805,-0.30140355,1.8553919,0.2905435,1.2412175,0.38852853,0.108762324,1.904760195751383,63.82432
1237663784734491617,0.5885229621291312,0.47031635903678304,true,1.622055,1.2625024,1.2296691,0.589179,0.35672396,0.0,0.38840008,0.0004615504080029863,138.03804
1237663784734491549,0.5581241386911078,0.5625957523998125,false,3.9632819,-0.04894989,0.82107055,0.23684229,0.24138907,0.338311,0.38470373,2.380865541371432,86.3846
1237663784734491930,0.48451092349069214,0.5049971105777779,false,1.0768278,5.7036715,1.1375042,1.334516,0.7369829,0.0,0.49970597,2.396344235449126,78.992485
1237663784734491437,0.5158190578686206,0.5817684076626318,false,1.1864624,,1.7679191,1.1445477,0.3382217,0.14460123,0.05,1.0549801618161827,44.07794
1237663784734491766,0.48771360232835725,0.5694897293671308,false,1.2094313,0.50998914,0.7247539,0.15666753,1.9987123,0.6708479,0.05,1.4353116052319304,91.069565
1237663784734491444,0.5201256360472968,0.4756276037412818,false,1.6916565,-0.07917659,-0.07247007,0.02440982,1.3517427,1.0,0.46933317,1.2817962302101982,105.04929
1237663784734491538,0.556580974205211,0.5114021105812531,false,2.0265136,1.1252134,0.3428437,0.16638021,0.42973375,0.7058581,0.66428304,2.839590563918605,70.53133
