name,error,posterior_std_err
log_flux_r_nmgy,0.06131914050731102,0.05706612139133811
log_flux_r_nmgy,0.05204274060968733,0.07862702837377641
log_flux_r_nmgy,-0.006908848045387828,0.025597396373471276
log_flux_r_nmgy,0.10237362569695962,0.04390361056249356
log_flux_r_nmgy,0.09126040220765863,0.07680197242715804
log_flux_r_nmgy,-0.0005653916098962153,0.04969255457176789
log_flux_r_nmgy,0.19205553461364833,0.05711409281496565
log_flux_r_nmgy,0.2544405436192412,0.14207292471501662
log_flux_r_nmgy,-0.1652904545890338,0.12691170021284873
log_flux_r_nmgy,0.32541553061033146,0.13317483929712506
log_flux_r_nmgy,-0.02854756512436407,0.034211334810213566
log_flux_r_nmgy,0.14119524716274923,0.15509246323107836
log_flux_r_nmgy,-0.00138329764278744,0.011592104121275846
log_flux_r_nmgy,0.053682215934440336,0.043053454409795654
log_flux_r_nmgy,0.23477038244304899,0.1366196475483892
log_flux_r_nmgy,0.40246835264822245,0.1444592799640891
log_flux_r_nmgy,0.42988526490617573,0.17208327097969478
log_flux_r_nmgy,0.16947549096146564,0.12135152367887325
log_flux_r_nmgy,-0.08681770326786357,0.27247503831115627
log_flux_r_nmgy,0.3747221719645022,0.22247121563651961
log_flux_r_nmgy,-0.016978234410312543,0.11460595787269084
log_flux_r_nmgy,-0.18242051810665494,0.1087460683210221
log_flux_r_nmgy,0.7136882700073778,0.1838364213658061
log_flux_r_nmgy,-0.055187286440876226,0.10865027544996354
log_flux_r_nmgy,0.06446878383288401,0.0960999344802972
log_flux_r_nmgy,-0.1694347128293953,0.14710511274747531
log_flux_r_nmgy,0.16806437447153577,0.07856204344649809
log_flux_r_nmgy,-0.10340913132870821,0.17683872367023937
log_flux_r_nmgy,0.04383704480621131,0.12154655283107987
log_flux_r_nmgy,0.021983599309513657,0.003789623299409698
log_flux_r_nmgy,0.15317244052306123,0.09255970524454384
log_flux_r_nmgy,0.29895155205701024,0.16495489277467854
log_flux_r_nmgy,0.07288811495353897,0.03179100823971341
log_flux_r_nmgy,-0.1517513932304586,0.16564847383057987
