ra,dec,is_star,gal_frac_dev,gal_axis_ratio,gal_radius_px,gal_angle_deg,flux_r_nmgy,log_flux_r,log_flux_r_stderr,color_ug,color_gr,color_ri,color_iz,color_ug_stderr,color_gr_stderr,color_ri_stderr,color_iz_stderr,objid
0.515770844964638,0.5170862856971807,0.8484189983366172,NaN,NaN,NaN,NaN,1.8228216542256903,0.6003856599868471,0.05706612139133811,1.0387373089967613,0.3791875947987283,0.1521670481415216,0.05829525659348711,0.1835850328840131,0.07538701322851762,0.058473223770827795,0.12092449142425882,samp_244
0.586826741177783,0.49511702801970064,0.9499770980974008,NaN,NaN,NaN,NaN,1.427042915699194,0.35560441211339744,0.07862702837377641,0.9632174770680817,1.8012116505551865,0.8950169908609024,0.6490087240720688,1.0078871475219933,0.3354886594350894,0.08953161140660551,0.09251251296377432,samp_543
0.5204620725107049,0.5988224132216213,0.9166595472017486,NaN,NaN,NaN,NaN,4.129714996788523,1.418208396550257,0.025597396373471276,1.0437962795121078,0.31717785314811153,0.09714811828049275,0.06166088159086858,0.11611019534670483,0.033317228803583294,0.03268428844176827,0.05983264762224106,samp_104
0.4849470290552518,0.5399829542555058,4.337829327585655e-204,0.05360255683306474,0.9046709728339823,2.57040144707318,-40.22059597503199,9.204790587406372,2.219724064551883,0.04390361056249356,0.65329598252813,0.9088771010436845,0.26688308222868473,0.37328465643444986,0.17335622683813998,0.05825808990416826,0.047385291219278376,0.08782857577835405,samp_174
0.526766710039524,0.5212943548301208,3.469090918642207e-19,0.4339845343191,0.7886402379462162,1.071113647721543,-78.36714111398214,3.569303704052643,1.2723705358869888,0.07680197242715804,1.137492061033384,1.0122949591515906,0.3376974057516777,0.018009875155496236,0.5686613150370858,0.10130121507644302,0.06994330172222026,0.1970428411043425,samp_263
0.5505626596464215,0.6113035233388439,0.9999999502055757,NaN,NaN,NaN,NaN,2.6000455469237687,0.9555289629216005,0.04969255457176789,1.471867512998771,1.7121632347889708,1.6535436690588061,0.8981388753132489,0.7406925019598597,0.21474921782497738,0.051252358546678214,0.027640794346029108,samp_301
0.5906480249056905,0.6179920749866107,6.939742396719058e-118,0.20804064808977607,0.56036029950598,2.5227240804333597,-83.0426974977521,7.450406042141932,2.008268533207202,0.05711409281496565,1.2130671796702472,0.8770437470008223,0.4107223547783889,0.25599177694422837,0.4126323206358516,0.06900559507970708,0.05078537102913869,0.102066107041855,samp_368
0.5243099560218113,0.5304766698040361,3.3591226852591426e-46,0.44666996792537106,0.8387443453447175,3.8544537413543014,-40.84475109946092,4.399915220381536,1.481585272643478,0.14207292471501662,1.8065521463272258,1.0076110812095433,0.8702596553772737,0.32834693923848723,0.9124534339567096,0.17321474383170454,0.09955776064041519,0.1406306025907384,samp_259
0.5333608920218076,0.6241497493123366,0.00048125176469778017,0.4273738801513076,0.13627133427664373,0.5813580554012583,39.884930087841056,1.2918883365772145,0.25610497482757766,0.12691170021284873,0.9023889645601133,0.6343420133086385,0.3229431862796749,0.32190660174918495,0.734952862993183,0.17617776252575604,0.13400782471485542,0.2553226971949834,samp_273
0.49137632678064364,0.5176518189036491,1.2775218208236864e-19,0.35786278966321217,0.5993775788006859,1.7060931045917351,24.857001167162966,2.5632439364953155,0.9412736190118922,0.13317483929712506,1.1543328796132832,1.5313323873776152,0.633732620475847,0.5218238692234487,1.0610782873096853,0.21114042299726396,0.09441132892589975,0.13575837877587388,samp_454
