objid,ra,dec,is_star,flux_r_nmgy,color_ug,color_gr,color_ri,color_iz,gal_frac_dev,gal_axis_ratio,gal_radius_px,gal_angle_deg,log_flux_r
8647474692482139447,0.470042192044952,0.421385517988553,false,3.106968446369096,0.8461059891112022,0.820598405176913,0.23314564154915648,0.30052017004194154,0.0,0.5888370871543884,2.6559637050436,119.31360626220705,1.1336474747008591
8647474692482204226,0.557454393312491,0.570743903556927,false,0.8342079239140828,,1.395697941669397,0.7245838691462452,0.453198574586831,0.0,0.7283899784088135,1.0617247434577557,137.7291717529297,-0.18127259844627713
8647474692482204593,0.546059040591451,0.518189362827963,false,3.227542902065591,0.5864245687645725,0.7477328027370189,0.3603023157747582,0.24773377872987956,0.438953161239624,0.7508114576339722,1.7592806105661871,165.24102783203125,1.1717211363119997
8647474692482205566,0.550556740762227,0.497713786767773,false,1.4736698934783423,0.7716809790402214,0.5085524043241298,0.05604499267378754,0.315960446221874,0.0,0.19203831255435944,3.276616334915161,75.42655944824219,0.3877558158218749
8647474692482205221,0.497280610376547,0.558510713926388,false,1.6650527904449437,0.8690613394715438,0.8730842266033518,0.41035053884287515,0.17520784622191032,0.0,0.5898371934890747,1.1155374272905214,58.72723007202149,0.5098568289027225
8647474692482204233,0.557216433719059,0.429631709502411,true,4.302735268039421,,1.2118282003925005,0.7787201888146583,0.4447484615346772,,,,,1.4592509293144178
8647474692482138395,0.451630928717644,0.531883422811862,false,2.52596089119873,0.9065277163822264,1.1544283757882023,0.8179827228313178,0.3020408679028299,0.5009663701057434,0.980261504650116,0.7988328885550451,103.93197631835938,0.926621541305962
8647474692482203697,0.513021822448888,0.535637615906619,true,116.69636842253978,1.375736000901221,0.526973120721326,0.17797049870426226,0.10512458103259606,,,,,4.759575419892624
8647474692482138447,0.469249472322715,0.61971404489138,true,9.480209716258289,1.1448757896075878,0.5038368159915326,0.17208742924243034,0.1192443261470552,,,,,2.2492064379904173
8647474692482204120,0.502588635707702,0.456381407842832,true,5.508885657080756,1.374028404547793,0.5725156778354452,0.2218654841986454,0.2036309718860937,,,,,1.706362362617301
8647474692482138823,0.471924666399912,0.611558817885081,false,6.472159420231659,0.9967210997699998,0.8028391512478644,0.3126864374384959,0.1808136808301039,0.0,0.7561176419258118,2.2886135060377795,54.24360656738281,1.8675098117506663
8647474692482139132,0.471878045306419,0.589485663708605,false,2.901454776323088,0.9254159758782432,1.0466660871663018,0.364122467351827,0.2578659960168585,0.0070338924415409565,0.42799320816993713,2.7654158948647853,4.562669277191162,1.0652122582175934
8647474692482140917,0.476390126580638,0.519414388456047,false,0.6851475921845617,2.0943389261070564,2.037943067838562,1.227030620366839,0.2893879428741886,0.09082870185375214,0.46215006709098816,1.2677095153115012,0.031102804467082024,-0.3781210008855838
8647474692482204340,0.589788041817768,0.471364429611692,false,2.0436730851706484,-2.990570106484497,0.8011448973034118,0.1647064770945341,0.10282216291971276,0.0,0.9992915987968444,2.128402241552719,93.27864837646484,0.7147487207879766
8647474692482138455,0.468849661533883,0.533099962111867,true,369.6865616397126,1.0310393905594524,0.37146824146142254,0.11354284119465773,0.055673471875188875,,,,,5.912655515916805
8647474692482204214,0.554558178728684,0.589246945448189,true,2.2956242043568316,0.0015089036224108078,0.1346990800559565,0.8167790770381511,-0.87784112203494,,,,,0.8310047910006457
8647474692482205363,0.51722259177413,0.574956183807388,false,1.5729062171934336,0.5708998802823652,0.7832520862528082,0.5610173530422353,0.19655747840488577,0.0,0.8196286559104919,1.6080577566166117,172.39276123046875,0.4529250019513097
8647474692482205171,0.491937555443538,0.566342802506714,false,2.1014078499046143,1.121948544405963,0.6154503333031921,0.4035973235281736,-0.1331629730398817,0.0,0.9514382481575012,1.1860327889220883,101.60148620605467,0.742607524825004
8647474692482204107,0.499125477004673,0.467032155770577,false,2.5585642191655995,1.0181154563925203,0.985689629854382,0.4196621331124646,0.3987456653614911,0.0,0.8299437165260315,1.5130091195154671,137.45558166503906,0.9394462492667821
8647474692482140568,0.473532879281774,0.573611047095976,false,0.9331566818936337,,1.0999160563754362,0.9889547200295996,0.44570195638518856,0.0,0.4112566411495209,0.8159985747000184,20.98246192932129,-0.06918215880034288
8647474692482204284,0.574178206697831,0.594488327255537,false,20.22641237360275,2.137830774470859,1.2560270031551193,0.47209828036520657,0.27224384382148337,1.0,0.7356712222099304,2.671734251157202,167.3997802734375,3.006989293564573
8647474692482138818,0.468488361487019,0.432269650009263,false,6.371057863680181,1.2686990495185453,0.6071679814053915,0.2290862235930256,0.1816096815750859,0.5720864534378052,0.6998457312583923,2.574020262920495,66.65516662597656,1.8517655254475538
8647474692482204825,0.556573560797768,0.515542836963492,false,1.4877229737577802,2.0734291631572543,0.9052654849706036,0.07801498623550182,0.7468895130139938,1.0,0.35410529375076294,4.82703068039634,85.32389068603516,0.3972467455285746
8647474692482140599,0.478192638777838,0.489068360179188,false,1.1214679460208412,,1.5552048417441764,0.8041686064238636,0.3713071909247954,0.0,0.8744354844093323,0.7847959194520506,131.5078582763672,0.11463849322401054
8647474692482204099,0.49901324800138,0.506972082005359,false,25.91472450408138,0.9765674427172588,0.5248861914184123,0.2612137582973003,0.14022847664604446,0.012501261197030544,0.6068256497383118,5.666392018096615,174.79994201660156,3.254811320833914
8647474692482204212,0.552369578887101,0.579946023868062,false,7.774803557395829,0.7721157329630668,0.6925778724787991,0.29142670245116326,0.16648687358621478,0.16885432600975037,0.4735240936279297,3.3414150127256756,75.3603286743164,2.0508881918163118
8647474692482204891,0.498006347524689,0.552488146820566,false,0.9181671325138598,0.7297170578700742,0.6787481869650689,0.5188085574584247,-0.01887446906483628,0.0,0.36478739976882935,1.5020814507898657,106.21898651123048,-0.08537584337090265
8647474692482205554,0.54836513310816,0.503296306878925,false,0.9407414741517044,,1.8952988320980984,0.5168613393510149,0.5030510111130684,0.0,0.37359604239463806,0.9310180791700728,15.805233001708984,-0.0610869123700626
8647474692482204175,0.518133045870723,0.492378880791013,false,20.789079589416172,1.1111675696190866,0.8113718840739814,0.41244272470196414,0.18335858674376185,0.6800559759140015,0.5043367147445679,2.510511814945876,129.0675048828125,3.034427829096543
8647474692482203855,0.564211665614497,0.560126889454682,true,12.954503651901216,1.0238336406958424,0.43982861874559814,0.17191904018275744,0.09472711180105904,,,,,2.561443500034345
8647474692482204082,0.490310587373793,0.615840237539463,false,26.407817996350357,1.0565463046703163,0.8726538070003522,0.3109339325075788,0.1746755425029047,0.013308900408446789,0.93880432844162,6.483334483522357,43.42113494873047,3.2736601025379857
8647474692482204935,0.537236038930589,0.522480792858266,true,1.1831646957336444,0.50735844888867,0.2049254871138624,0.3321884751406206,-0.02573990836582974,,,,,0.16819279401598303
8647474692482204269,0.570266237725034,0.532344692340596,false,17.98871137730793,1.4397670360811918,0.7008601291980858,0.31191284535320896,0.24144064090434147,0.5144572854042053,0.6309382915496826,5.364678122780539,71.43476104736328,2.889744415452922
8647474692482204542,0.50762985195828,0.560354516406565,true,2.238149583679943,2.2245242960731577,1.4265446280779457,0.9619667035934706,0.5122715541234514,,,,,0.8056494457615927
