field,within_half_sd,within_1_sd,within_2_sd,within_3_sd
log_flux_r_nmgy,0.11688311688311688,0.2077922077922078,0.3922077922077922,0.5792207792207792
color_ug,0.24516129032258063,0.43870967741935485,0.7483870967741936,0.8870967741935484
color_gr,0.24671916010498687,0.48293963254593175,0.7611548556430446,0.9081364829396326
color_ri,0.21558441558441557,0.4103896103896104,0.7168831168831169,0.8701298701298701
color_iz,0.2708333333333333,0.5078125,0.8046875,0.9375
