name,error,posterior_std_err
log_flux_r_nmgy,0.03546175450927325,0.04217305250002591
log_flux_r_nmgy,0.07465884312945031,0.04050157148645822
log_flux_r_nmgy,-0.013207878754379454,0.020799750206205295
log_flux_r_nmgy,0.0790263669410729,0.02084428088054573
log_flux_r_nmgy,0.08212027937194621,0.03247542926581404
log_flux_r_nmgy,-0.00014240314543823018,0.0141919378021806
log_flux_r_nmgy,0.17301700664052122,0.023936584751399367
log_flux_r_nmgy,0.1268102429819098,0.03950737805345659
log_flux_r_nmgy,-0.17972200773622782,0.07227123501293374
log_flux_r_nmgy,0.32490600367023337,0.04777751577443244
log_flux_r_nmgy,-0.029255982971871042,0.017815501476899073
log_flux_r_nmgy,0.28030156961984165,0.04883560551900612
log_flux_r_nmgy,0.017982678396207152,0.010008393350027942
log_flux_r_nmgy,0.039552113450749715,0.014520827760904714
log_flux_r_nmgy,0.16157019199302536,0.06450998370843875
log_flux_r_nmgy,0.9148880888139661,0.05211644907775621
log_flux_r_nmgy,0.4316046934902231,0.06514129926895038
log_flux_r_nmgy,0.1271927937862376,0.061807346733670006
log_flux_r_nmgy,-0.14288412814640303,0.10012722709798091
log_flux_r_nmgy,0.21642496989280222,0.09765049892132847
log_flux_r_nmgy,-0.03373995968120769,0.06213652939037643
log_flux_r_nmgy,-0.13044938414995247,0.06130297496738122
log_flux_r_nmgy,0.7822637686332755,0.06300937440299754
log_flux_r_nmgy,-0.03272752159220871,0.03119550672268065
log_flux_r_nmgy,0.09726220747748404,0.042448681439013786
log_flux_r_nmgy,-0.2295032894699696,0.08731289645504244
log_flux_r_nmgy,0.11344477645820517,0.04637696904347857
log_flux_r_nmgy,-0.09976937694969706,0.08631926097796917
log_flux_r_nmgy,0.07114578203866506,0.05359959462355222
log_flux_r_nmgy,0.021606014284469843,0.010001785067257152
log_flux_r_nmgy,0.14485396500090186,0.04109279892401404
log_flux_r_nmgy,0.1452722055608769,0.06329936310068265
log_flux_r_nmgy,0.04911868965754662,0.015374935766215785
log_flux_r_nmgy,-0.19565084045635786,0.07524240778101922
log_flux_r_nmgy,0.47834891927818757,0.03870716755135948
log_flux_r_nmgy,0.013115898678340177,0.010007276829488624
log_flux_r_nmgy,0.18891543380683787,0.08676287162530687
log_flux_r_nmgy,0.045026535423908554,0.03582459572988045
log_flux_r_nmgy,-0.005971264648718666,0.010001802006354097
log_flux_r_nmgy,0.09696827058991042,0.02783852920037785
log_flux_r_nmgy,-0.02129536431347767,0.01661434621121666
log_flux_r_nmgy,0.1324446605213199,0.03679195852136037
log_flux_r_nmgy,0.5401388930733538,0.05261534155093981
log_flux_r_nmgy,0.05646903233879175,0.035255763014137596
log_flux_r_nmgy,0.04931926697531852,0.06663632250141846
log_flux_r_nmgy,0.5636139518306107,0.046539434529712466
log_flux_r_nmgy,0.06643502929912204,0.049798327397418136
log_flux_r_nmgy,0.29868168009122376,0.059737650837830766
log_flux_r_nmgy,-0.024434826496758433,0.011803166660579716
log_flux_r_nmgy,0.1974020624904096,0.033217490249440866
log_flux_r_nmgy,-0.8148154902538063,0.10866089745683608
log_flux_r_nmgy,0.23692797720030828,0.06886288897307045
log_flux_r_nmgy,-0.13086778687379863,0.045452264748325144
log_flux_r_nmgy,0.05381235039818488,0.03993110107072413
log_flux_r_nmgy,-0.000928970540345686,0.035881096648322106
log_flux_r_nmgy,0.4177757369941577,0.04825334766981395
log_flux_r_nmgy,0.1574516956360591,0.04615038396576538
log_flux_r_nmgy,0.32718987749078404,0.08626383073585202
log_flux_r_nmgy,0.04169731753209227,0.010003121433032374
log_flux_r_nmgy,-0.10393018253642006,0.05569667570047571
log_flux_r_nmgy,-0.17647717744435326,0.0768905022665547
log_flux_r_nmgy,0.18631298473426305,0.06313608766771063
log_flux_r_nmgy,0.05405154059583861,0.026411518625144424
log_flux_r_nmgy,0.03646915830908526,0.010429230806750896
log_flux_r_nmgy,-0.121237466654746,0.10054217930038406
log_flux_r_nmgy,0.28822000297005324,0.029203732470875477
log_flux_r_nmgy,-0.01516372271271127,0.010001247403295856
log_flux_r_nmgy,0.11067897650594372,0.05483656184633151
log_flux_r_nmgy,0.013713031433325917,0.04015014307953957
log_flux_r_nmgy,0.0177207252361955,0.010284076906221708
log_flux_r_nmgy,0.07704784820576233,0.0778594306829325
log_flux_r_nmgy,0.001157111910591091,0.010001583458374142
log_flux_r_nmgy,-0.032984946250020464,0.010951132928989547
log_flux_r_nmgy,-0.20596714474428243,0.07952325721317835
log_flux_r_nmgy,0.14275744990271644,0.07372756081086579
log_flux_r_nmgy,0.033975282635977155,0.010002831569064358
log_flux_r_nmgy,0.1024522898336615,0.010066581364534083
log_flux_r_nmgy,0.08236830996897176,0.04753825594516448
log_flux_r_nmgy,0.11240680071796927,0.040942295073809934
log_flux_r_nmgy,0.35685722802016184,0.059206078037591335
log_flux_r_nmgy,0.06612880586079051,0.01331026154944556
log_flux_r_nmgy,0.023753314738417686,0.01000447996702771
log_flux_r_nmgy,-0.050416485231012276,0.01961270454604637
log_flux_r_nmgy,0.024557189034625893,0.010001345554508618
log_flux_r_nmgy,0.2385798730240234,0.03266910099589407
log_flux_r_nmgy,0.22938226710525833,0.020532204967300793
log_flux_r_nmgy,-0.06993353177872674,0.0555173096983036
log_flux_r_nmgy,0.08115243447356546,0.04930013794307267
log_flux_r_nmgy,0.06688010504719477,0.011677272078657194
log_flux_r_nmgy,-0.018106372236329826,0.0578746156708614
log_flux_r_nmgy,0.10664741813436274,0.03589772400869299
log_flux_r_nmgy,0.05165664374719192,0.05999778098170088
log_flux_r_nmgy,0.16217978770585262,0.01601959930487253
log_flux_r_nmgy,0.4744730448465604,0.025867303807858257
log_flux_r_nmgy,-0.002030083386218573,0.03284421095548957
log_flux_r_nmgy,-0.05584496198264979,0.06323193688979956
log_flux_r_nmgy,0.38692543188541884,0.04435895900699619
log_flux_r_nmgy,-0.011742202988595157,0.08839319514166706
log_flux_r_nmgy,-0.03522538162282507,0.05306607479623249
log_flux_r_nmgy,-0.19775833745117008,0.07428551181907421
log_flux_r_nmgy,0.02583441484032134,0.010004033271818724
log_flux_r_nmgy,0.051873229492799044,0.017369964429032554
log_flux_r_nmgy,0.02509610773414369,0.06797940985168793
log_flux_r_nmgy,0.03525533020717653,0.0100068583356271
log_flux_r_nmgy,0.1575837949922827,0.025382821786062205
log_flux_r_nmgy,0.052819779420800295,0.01000754056065318
log_flux_r_nmgy,0.030067396806477742,0.015528382822811354
log_flux_r_nmgy,0.4024347214785553,0.041712332750154894
log_flux_r_nmgy,0.889621663886556,0.05871043174067972
log_flux_r_nmgy,0.06913861275479793,0.03099089126833735
log_flux_r_nmgy,0.0074704041844479985,0.023363374526310047
log_flux_r_nmgy,0.25361449076513864,0.05122894058426179
log_flux_r_nmgy,-0.15551212556223382,0.02378917432696327
log_flux_r_nmgy,0.2717096558266303,0.015555029008630207
log_flux_r_nmgy,0.35153682672042175,0.01824388946395662
log_flux_r_nmgy,0.1664066589079768,0.08122928216036916
log_flux_r_nmgy,-0.03466883999216708,0.04748067146249687
log_flux_r_nmgy,0.2239936115769648,0.06492605276450174
log_flux_r_nmgy,0.020769591420971345,0.010008706305243037
log_flux_r_nmgy,-0.07413847431375953,0.048186629943387446
log_flux_r_nmgy,0.18482483894323753,0.03970902540339509
log_flux_r_nmgy,0.2698706976252625,0.028509153023569152
log_flux_r_nmgy,0.13348121907146582,0.03857719421450674
log_flux_r_nmgy,0.05128903132553031,0.03525392754720622
log_flux_r_nmgy,0.31294449593423485,0.07182290282729921
log_flux_r_nmgy,0.004423395060470847,0.05334993530754201
log_flux_r_nmgy,0.0529377119387513,0.021469801392928298
log_flux_r_nmgy,0.4460949828868381,0.054196419328068145
log_flux_r_nmgy,0.13747042493035888,0.011390146481663492
log_flux_r_nmgy,0.07541452624627065,0.034590397139376984
log_flux_r_nmgy,0.04054452854947044,0.04580416283301684
log_flux_r_nmgy,-0.002456826497735709,0.06875380534822885
log_flux_r_nmgy,-0.09586483007033242,0.05402893665843963
log_flux_r_nmgy,0.20258121477134516,0.08555335247601789
log_flux_r_nmgy,0.13273634616335922,0.09030822272473668
log_flux_r_nmgy,0.12302404570793057,0.03481678084635163
log_flux_r_nmgy,0.06035975336208377,0.05344944865754732
