name,percentile
color_ri,0.7392
color_ri,0.392
color_ri,0.3424
color_ri,0.6368
color_ri,0.1488
color_ri,0.024
color_ri,0.0
color_ri,0.7824
color_ri,0.7136
color_ri,0.6544
color_ri,0.2016
color_ri,0.888
color_ri,0.1072
color_ri,0.4832
color_ri,0.1328
color_ri,0.4192
color_ri,0.7312
color_ri,0.3792
color_ri,0.0016
color_ri,0.0544
color_ri,0.2992
color_ri,0.9008
color_ri,0.3264
color_ri,0.9168
color_ri,0.8624
color_ri,0.2768
color_ri,0.4784
color_ri,0.1936
color_ri,0.888
color_ri,0.1728
color_ri,0.8976
color_ri,0.48
color_ri,0.352
color_ri,0.872
color_ri,0.0016
color_ri,0.1344
color_ri,0.952
color_ri,0.8352
color_ri,0.3232
color_ri,0.7312
color_ri,0.9264
color_ri,0.6976
color_ri,0.7952
color_ri,0.728
color_ri,0.5776
color_ri,0.52
color_ri,0.8448
color_ri,0.9856
color_ri,0.9424
color_ri,0.584
color_ri,0.8512
color_ri,0.2272
color_ri,0.048
color_ri,0.6
color_ri,1.0
color_ri,0.6128
color_ri,0.0
color_ri,0.9776
color_ri,0.1744
color_ri,0.016
color_ri,0.6752
color_ri,0.4384
color_ri,0.5392
color_ri,0.376
color_ri,0.2432
color_ri,0.9552
color_ri,0.992
color_ri,0.9824
color_ri,0.6016
color_ri,0.5168
color_ri,0.4528
color_ri,0.3968
color_ri,0.5152
color_ri,0.2736
color_ri,0.3472
color_ri,0.464
color_ri,0.6816
color_ri,0.0112
color_ri,0.3152
color_ri,0.088
color_ri,0.2544
color_ri,0.2432
color_ri,0.0064
color_ri,0.1792
color_ri,0.4512
color_ri,0.8144
color_ri,0.9472
color_ri,0.6912
color_ri,0.336
color_ri,0.1712
color_ri,0.4448
color_ri,0.9136
color_ri,0.5824
color_ri,0.8352
color_ri,0.3104
color_ri,0.736
color_ri,0.5984
color_ri,0.9056
color_ri,0.056
color_ri,0.1408
color_ri,0.7536
color_ri,0.9504
color_ri,0.9568
color_ri,0.4704
color_ri,0.0
color_ri,0.128
color_ri,0.7344
color_ri,0.0672
color_ri,0.1808
color_ri,0.7232
color_ri,0.36
color_ri,0.7792
color_ri,0.1136
color_ri,0.7152
color_ri,0.224
color_ri,0.136
color_ri,0.7904
color_ri,0.9968
color_ri,0.024
color_ri,0.0
color_ri,0.928
color_ri,0.5552
color_ri,0.3424
color_ri,0.6208
color_ri,0.9856
color_ri,0.0
color_ri,0.584
color_ri,0.0672
color_ri,0.8416
color_ri,0.0112
color_ri,0.0032
color_ri,0.8864
color_ri,0.568
color_ri,0.0096
color_ri,0.7664
color_ri,0.0496
color_ri,0.336
color_ri,0.032
color_ri,0.504
color_ri,0.7536
color_ri,0.9136
color_ri,0.8992
color_ri,0.2544
color_ri,0.3712
color_ri,0.968
