field,within_half_sd,within_1_sd,within_2_sd,within_3_sd
log_flux_r_nmgy,0.18441558441558442,0.37142857142857144,0.6675324675324675,0.8233766233766234
color_ug,0.3,0.567741935483871,0.8516129032258064,0.9064516129032258
color_gr,0.3359580052493438,0.5879265091863517,0.847769028871391,0.937007874015748
color_ri,0.3012987012987013,0.5844155844155844,0.8753246753246753,0.9454545454545454
color_iz,0.3255208333333333,0.5651041666666666,0.8723958333333334,0.953125
